regions,Municipalitys,year,gender,numberOfPeople
DALARNA,SMEDJEBACKEN,2019,Man,78
DALARNA,SATER,2019,Kvinna,40
DALARNA,SATER,2019,Man,71
DALARNA,VANSBRO,2019,Kvinna,24
DALARNA,VANSBRO,2019,Man,52
DALARNA,ALVDALEN,2019,Kvinna,34
DALARNA,ALVDALEN,2019,Man,56
GOTLAND,GOTLAND,2019,Kvinna,273
GOTLAND,GOTLAND,2019,Man,476
GAVLEBORG,BOLLNAS,2019,Kvinna,96
GAVLEBORG,BOLLNAS,2019,Man,176
GAVLEBORG,GAVLE,2019,Kvinna,394
GAVLEBORG,GAVLE,2019,Man,568
GAVLEBORG,HOFORS,2019,Kvinna,64
GAVLEBORG,HOFORS,2019,Man,73
GAVLEBORG,HUDIKSVALL,2019,Kvinna,158
GAVLEBORG,HUDIKSVALL,2019,Man,264
GAVLEBORG,LJUSDAL,2019,Kvinna,100
GAVLEBORG,LJUSDAL,2019,Man,162
GAVLEBORG,NORDANSTIG,2019,Kvinna,63
GAVLEBORG,NORDANSTIG,2019,Man,114
GAVLEBORG,OCKELBO,2019,Kvinna,34
GAVLEBORG,OCKELBO,2019,Man,58
GAVLEBORG,OVANAKER,2019,Kvinna,54
GAVLEBORG,OVANAKER,2019,Man,64
GAVLEBORG,SANDVIKEN,2019,Kvinna,206
GAVLEBORG,SANDVIKEN,2019,Man,254
GAVLEBORG,SODERHAMN,2019,Kvinna,146
GAVLEBORG,SODERHAMN,2019,Man,245
HALLAND,FALKENBERG,2019,Kvinna,136
HALLAND,FALKENBERG,2019,Man,196
HALLAND,HALMSTAD,2019,Kvinna,271
HALLAND,HALMSTAD,2019,Man,439
HALLAND,HYLTE,2019,Kvinna,42
HALLAND,HYLTE,2019,Man,71
HALLAND,KUNGSBACKA,2019,Kvinna,128
HALLAND,KUNGSBACKA,2019,Man,231
HALLAND,LAHOLM,2019,Kvinna,120
HALLAND,LAHOLM,2019,Man,158
HALLAND,VARBERG,2019,Kvinna,118
HALLAND,VARBERG,2019,Man,234
JAMTLAND,BERG,2019,Kvinna,31
JAMTLAND,BERG,2019,Man,72
JAMTLAND,BRACKE,2019,Kvinna,39
JAMTLAND,BRACKE,2019,Man,70
JAMTLAND,HARJEDALEN,2019,Kvinna,39
JAMTLAND,HARJEDALEN,2019,Man,91
JAMTLAND,KROKOM,2019,Kvinna,47
JAMTLAND,KROKOM,2019,Man,81
JAMTLAND,RAGUNDA,2019,Kvinna,29
JAMTLAND,RAGUNDA,2019,Man,56
JAMTLAND,STROMSUND,2019,Kvinna,36
JAMTLAND,STROMSUND,2019,Man,98
JAMTLAND,ARE,2019,Kvinna,33
JAMTLAND,ARE,2019,Man,73
JAMTLAND,OSTERSUND,2019,Kvinna,159
JAMTLAND,OSTERSUND,2019,Man,306
JONKOPING,ANEBY,2019,Kvinna,25
JONKOPING,ANEBY,2019,Man,43
JONKOPING,EKSJO,2019,Kvinna,70
JONKOPING,EKSJO,2019,Man,83
JONKOPING,GISLAVED,2019,Kvinna,97
JONKOPING,GISLAVED,2019,Man,143
JONKOPING,GNOSJO,2019,Kvinna,23
JONKOPING,GNOSJO,2019,Man,47
JONKOPING,HABO,2019,Kvinna,13
JONKOPING,HABO,2019,Man,25
JONKOPING,JONKOPING,2019,Kvinna,309
JONKOPING,JONKOPING,2019,Man,567
JONKOPING,MULLSJO,2019,Kvinna,24
JONKOPING,MULLSJO,2019,Man,49
JONKOPING,NASSJO,2019,Kvinna,116
JONKOPING,NASSJO,2019,Man,186
JONKOPING,SAVSJO,2019,Kvinna,32
JONKOPING,SAVSJO,2019,Man,56
JONKOPING,TRANAS,2019,Kvinna,83
JONKOPING,TRANAS,2019,Man,115
JONKOPING,VAGGERYD,2019,Kvinna,32
JONKOPING,VAGGERYD,2019,Man,56
JONKOPING,VETLANDA,2019,Kvinna,76
JONKOPING,VETLANDA,2019,Man,132
JONKOPING,VARNAMO,2019,Kvinna,74
JONKOPING,VARNAMO,2019,Man,154
KALMAR,BORGHOLM,2019,Kvinna,46
KALMAR,BORGHOLM,2019,Man,98
KALMAR,EMMABODA,2019,Kvinna,49
KALMAR,EMMABODA,2019,Man,75
KALMAR,HULTSFRED,2019,Kvinna,86
KALMAR,HULTSFRED,2019,Man,149
KALMAR,HOGSBY,2019,Kvinna,53
KALMAR,HOGSBY,2019,Man,79
KALMAR,KALMAR,2019,Kvinna,201
KALMAR,KALMAR,2019,Man,338
KALMAR,MONSTERAS,2019,Kvinna,70
KALMAR,MONSTERAS,2019,Man,90
KALMAR,MORBYLANGA,2019,Kvinna,35
KALMAR,MORBYLANGA,2019,Man,49
KALMAR,NYBRO,2019,Kvinna,78
KALMAR,NYBRO,2019,Man,138
KALMAR,OSKARSHAMN,2019,Kvinna,78
KALMAR,OSKARSHAMN,2019,Man,117
KALMAR,TORSAS,2019,Kvinna,59
KALMAR,TORSAS,2019,Man,78
KALMAR,VIMMERBY,2019,Kvinna,51
KALMAR,VIMMERBY,2019,Man,84
KALMAR,VASTERVIK,2019,Kvinna,148
KALMAR,VASTERVIK,2019,Man,263
KRONOBERG,ALVESTA,2019,Kvinna,56
KRONOBERG,ALVESTA,2019,Man,67
KRONOBERG,LESSEBO,2019,Kvinna,40
KRONOBERG,LESSEBO,2019,Man,58
KRONOBERG,LJUNGBY,2019,Kvinna,74
KRONOBERG,LJUNGBY,2019,Man,117
KRONOBERG,MARKARYD,2019,Kvinna,45
KRONOBERG,MARKARYD,2019,Man,79
KRONOBERG,TINGSRYD,2019,Kvinna,42
KRONOBERG,TINGSRYD,2019,Man,75
KRONOBERG,UPPVIDINGE,2019,Kvinna,37
KRONOBERG,UPPVIDINGE,2019,Man,58
KRONOBERG,VAXJO,2019,Kvinna,172
KRONOBERG,VAXJO,2019,Man,326
KRONOBERG,ALMHULT,2019,Kvinna,38
KRONOBERG,ALMHULT,2019,Man,68
NORRBOTTEN,ARJEPLOG,2019,Kvinna,4
NORRBOTTEN,ARJEPLOG,2019,Man,29
NORRBOTTEN,ARVIDSJAUR,2019,Kvinna,21
NORRBOTTEN,ARVIDSJAUR,2019,Man,30
NORRBOTTEN,BODEN,2019,Kvinna,134
NORRBOTTEN,BODEN,2019,Man,216
NORRBOTTEN,GALLIVARE,2019,Kvinna,57
NORRBOTTEN,GALLIVARE,2019,Man,111
NORRBOTTEN,HAPARANDA,2019,Kvinna,53
NORRBOTTEN,HAPARANDA,2019,Man,112
NORRBOTTEN,JOKKMOKK,2019,Kvinna,25
NORRBOTTEN,JOKKMOKK,2019,Man,48
NORRBOTTEN,KALIX,2019,Kvinna,73
NORRBOTTEN,KALIX,2019,Man,109
NORRBOTTEN,KIRUNA,2019,Kvinna,50
NORRBOTTEN,KIRUNA,2019,Man,94
NORRBOTTEN,LULEA,2019,Kvinna,233
NORRBOTTEN,LULEA,2019,Man,363
NORRBOTTEN,PAJALA,2019,Kvinna,11
NORRBOTTEN,PAJALA,2019,Man,42
NORRBOTTEN,PITEA,2019,Kvinna,112
NORRBOTTEN,PITEA,2019,Man,168
NORRBOTTEN,ALVSBYN,2019,Kvinna,31
NORRBOTTEN,ALVSBYN,2019,Man,51
NORRBOTTEN,OVERKALIX,2019,Kvinna,16
NORRBOTTEN,OVERKALIX,2019,Man,45
NORRBOTTEN,OVERTORNEA,2019,Kvinna,12
NORRBOTTEN,OVERTORNEA,2019,Man,38
OVRIGT,SAKNAS,2019,Kvinna,799
OVRIGT,SAKNAS,2019,Man,"2,841"
SKANE,BJUV,2019,Kvinna,93
SKANE,BJUV,2019,Man,132
SKANE,BROMOLLA,2019,Kvinna,42
SKANE,BROMOLLA,2019,Man,78
SKANE,BURLOV,2019,Kvinna,56
SKANE,BURLOV,2019,Man,106
SKANE,BASTAD,2019,Kvinna,48
SKANE,BASTAD,2019,Man,80
SKANE,ESLOV,2019,Kvinna,158
SKANE,ESLOV,2019,Man,246
SKANE,HELSINGBORG,2019,Kvinna,470
SKANE,HELSINGBORG,2019,Man,902
SKANE,HASSLEHOLM,2019,Kvinna,218
SKANE,HASSLEHOLM,2019,Man,337
SKANE,HOGANAS,2019,Kvinna,64
SKANE,HOGANAS,2019,Man,96
SKANE,HORBY,2019,Kvinna,88
SKANE,HORBY,2019,Man,158
SKANE,HOOR,2019,Kvinna,81
SKANE,HOOR,2019,Man,132
SKANE,KLIPPAN,2019,Kvinna,138
SKANE,KLIPPAN,2019,Man,209
SKANE,KRISTIANSTAD,2019,Kvinna,299
SKANE,KRISTIANSTAD,2019,Man,464
SKANE,KAVLINGE,2019,Kvinna,75
SKANE,KAVLINGE,2019,Man,116
SKANE,LANDSKRONA,2019,Kvinna,254
SKANE,LANDSKRONA,2019,Man,382
SKANE,LOMMA,2019,Kvinna,10
SKANE,LOMMA,2019,Man,28
SKANE,LUND,2019,Kvinna,170
SKANE,LUND,2019,Man,319
SKANE,MALMO,2019,Kvinna,"1,113"
SKANE,MALMO,2019,Man,"2,031"
SKANE,OSBY,2019,Kvinna,57
SKANE,OSBY,2019,Man,74
SKANE,PERSTORP,2019,Kvinna,67
SKANE,PERSTORP,2019,Man,82
SKANE,SIMRISHAMN,2019,Kvinna,96
SKANE,SIMRISHAMN,2019,Man,129
SKANE,SJOBO,2019,Kvinna,134
SKANE,SJOBO,2019,Man,175
SKANE,SKURUP,2019,Kvinna,91
SKANE,SKURUP,2019,Man,141
SKANE,STAFFANSTORP,2019,Kvinna,56
SKANE,STAFFANSTORP,2019,Man,74
SKANE,SVALOV,2019,Kvinna,84
SKANE,SVALOV,2019,Man,147
SKANE,SVEDALA,2019,Kvinna,54
SKANE,SVEDALA,2019,Man,83
SKANE,TOMELILLA,2019,Kvinna,95
SKANE,TOMELILLA,2019,Man,118
SKANE,TRELLEBORG,2019,Kvinna,225
SKANE,TRELLEBORG,2019,Man,302
SKANE,VELLINGE,2019,Kvinna,44
SKANE,VELLINGE,2019,Man,79
SKANE,YSTAD,2019,Kvinna,93
SKANE,YSTAD,2019,Man,159
SKANE,ASTORP,2019,Kvinna,92
SKANE,ASTORP,2019,Man,156
SKANE,ANGELHOLM,2019,Kvinna,96
SKANE,ANGELHOLM,2019,Man,160
SKANE,ORKELLJUNGA,2019,Kvinna,69
SKANE,ORKELLJUNGA,2019,Man,96
SKANE,OSTRA GOINGE,2019,Kvinna,85
SKANE,OSTRA GOINGE,2019,Man,140
STOCKHOLM,BOTKYRKA,2019,Kvinna,310
STOCKHOLM,BOTKYRKA,2019,Man,636
STOCKHOLM,DANDERYD,2019,Kvinna,17
STOCKHOLM,DANDERYD,2019,Man,63
STOCKHOLM,EKERO,2019,Kvinna,58
STOCKHOLM,EKERO,2019,Man,108
STOCKHOLM,HANINGE,2019,Kvinna,296
STOCKHOLM,HANINGE,2019,Man,580
STOCKHOLM,HUDDINGE,2019,Kvinna,261
STOCKHOLM,HUDDINGE,2019,Man,579
STOCKHOLM,JARFALLA,2019,Kvinna,133
STOCKHOLM,JARFALLA,2019,Man,306
STOCKHOLM,LIDINGO,2019,Kvinna,58
STOCKHOLM,LIDINGO,2019,Man,155
STOCKHOLM,NACKA,2019,Kvinna,132
STOCKHOLM,NACKA,2019,Man,290
STOCKHOLM,NORRTALJE,2019,Kvinna,227
STOCKHOLM,NORRTALJE,2019,Man,506
STOCKHOLM,NYKVARN,2019,Kvinna,21
STOCKHOLM,NYKVARN,2019,Man,48
STOCKHOLM,NYNASHAMN,2019,Kvinna,107
STOCKHOLM,NYNASHAMN,2019,Man,222
STOCKHOLM,SALEM,2019,Kvinna,43
STOCKHOLM,SALEM,2019,Man,69
STOCKHOLM,SIGTUNA,2019,Kvinna,176
STOCKHOLM,SIGTUNA,2019,Man,289
STOCKHOLM,SOLLENTUNA,2019,Kvinna,122
STOCKHOLM,SOLLENTUNA,2019,Man,239
STOCKHOLM,SOLNA,2019,Kvinna,137
STOCKHOLM,SOLNA,2019,Man,310
STOCKHOLM,STOCKHOLM,2019,Kvinna,"2,148"
STOCKHOLM,STOCKHOLM,2019,Man,"5,127"
STOCKHOLM,SUNDBYBERG,2019,Kvinna,100
STOCKHOLM,SUNDBYBERG,2019,Man,278
STOCKHOLM,SODERTALJE,2019,Kvinna,402
STOCKHOLM,SODERTALJE,2019,Man,709
STOCKHOLM,TYRESO,2019,Kvinna,128
STOCKHOLM,TYRESO,2019,Man,238
STOCKHOLM,TABY,2019,Kvinna,57
STOCKHOLM,TABY,2019,Man,123
STOCKHOLM,UPPLANDS VASBY,2019,Kvinna,118
STOCKHOLM,UPPLANDS VASBY,2019,Man,227
STOCKHOLM,UPPLANDS-BRO,2019,Kvinna,84
STOCKHOLM,UPPLANDS-BRO,2019,Man,159
STOCKHOLM,VALLENTUNA,2019,Kvinna,56
STOCKHOLM,VALLENTUNA,2019,Man,126
STOCKHOLM,VAXHOLM,2019,Kvinna,20
STOCKHOLM,VAXHOLM,2019,Man,41
STOCKHOLM,VARMDO,2019,Kvinna,93
STOCKHOLM,VARMDO,2019,Man,220
STOCKHOLM,OSTERAKER,2019,Kvinna,85
STOCKHOLM,OSTERAKER,2019,Man,168
SODERMANLAND,ESKILSTUNA,2019,Kvinna,447
SODERMANLAND,ESKILSTUNA,2019,Man,722
SODERMANLAND,FLEN,2019,Kvinna,83
SODERMANLAND,FLEN,2019,Man,164
SODERMANLAND,GNESTA,2019,Kvinna,42
SODERMANLAND,GNESTA,2019,Man,76
SODERMANLAND,KATRINEHOLM,2019,Kvinna,149
SODERMANLAND,KATRINEHOLM,2019,Man,214
SODERMANLAND,NYKOPING,2019,Kvinna,180
SODERMANLAND,NYKOPING,2019,Man,314
SODERMANLAND,OXELOSUND,2019,Kvinna,48
SODERMANLAND,OXELOSUND,2019,Man,88
SODERMANLAND,STRANGNAS,2019,Kvinna,144
SODERMANLAND,STRANGNAS,2019,Man,243
SODERMANLAND,TROSA,2019,Kvinna,33
SODERMANLAND,TROSA,2019,Man,52
SODERMANLAND,VINGAKER,2019,Kvinna,74
SODERMANLAND,VINGAKER,2019,Man,89
UPPSALA,ENKOPING,2019,Kvinna,140
UPPSALA,ENKOPING,2019,Man,262
UPPSALA,HEBY,2019,Kvinna,91
UPPSALA,HEBY,2019,Man,114
UPPSALA,HABO,2019,Kvinna,73
UPPSALA,HABO,2019,Man,111
UPPSALA,KNIVSTA,2019,Kvinna,34
UPPSALA,KNIVSTA,2019,Man,64
UPPSALA,TIERP,2019,Kvinna,126
UPPSALA,TIERP,2019,Man,194
UPPSALA,UPPSALA,2019,Kvinna,353
UPPSALA,UPPSALA,2019,Man,773
UPPSALA,ALVKARLEBY,2019,Kvinna,47
UPPSALA,ALVKARLEBY,2019,Man,75
UPPSALA,OSTHAMMAR,2019,Kvinna,74
UPPSALA,OSTHAMMAR,2019,Man,118
VARMLAND,ARVIKA,2019,Kvinna,142
VARMLAND,ARVIKA,2019,Man,224
VARMLAND,EDA,2019,Kvinna,64
VARMLAND,EDA,2019,Man,97
VARMLAND,FILIPSTAD,2019,Kvinna,66
VARMLAND,FILIPSTAD,2019,Man,143
VARMLAND,FORSHAGA,2019,Kvinna,76
VARMLAND,FORSHAGA,2019,Man,94
VARMLAND,GRUMS,2019,Kvinna,82
VARMLAND,GRUMS,2019,Man,104
VARMLAND,HAGFORS,2019,Kvinna,83
VARMLAND,HAGFORS,2019,Man,118
VARMLAND,HAMMARO,2019,Kvinna,34
VARMLAND,HAMMARO,2019,Man,61
VARMLAND,KARLSTAD,2019,Kvinna,298
VARMLAND,KARLSTAD,2019,Man,507
VARMLAND,KIL,2019,Kvinna,54
VARMLAND,KIL,2019,Man,67
VARMLAND,KRISTINEHAMN,2019,Kvinna,135
VARMLAND,KRISTINEHAMN,2019,Man,217
VARMLAND,MUNKFORS,2019,Kvinna,19
VARMLAND,MUNKFORS,2019,Man,40
VARMLAND,STORFORS,2019,Kvinna,48
VARMLAND,STORFORS,2019,Man,50
VARMLAND,SUNNE,2019,Kvinna,61
VARMLAND,SUNNE,2019,Man,85
VARMLAND,SAFFLE,2019,Kvinna,74
VARMLAND,SAFFLE,2019,Man,112
VARMLAND,TORSBY,2019,Kvinna,58
VARMLAND,TORSBY,2019,Man,104
VARMLAND,ARJANG,2019,Kvinna,24
VARMLAND,ARJANG,2019,Man,66
VASTERBOTTEN,BJURHOLM,2019,Kvinna,9
VASTERBOTTEN,BJURHOLM,2019,Man,17
VASTERBOTTEN,DOROTEA,2019,Kvinna,8
VASTERBOTTEN,DOROTEA,2019,Man,14
VASTERBOTTEN,LYCKSELE,2019,Kvinna,47
VASTERBOTTEN,LYCKSELE,2019,Man,61
VASTERBOTTEN,MALA,2019,Kvinna,9
VASTERBOTTEN,MALA,2019,Man,14
VASTERBOTTEN,NORDMALING,2019,Kvinna,33
VASTERBOTTEN,NORDMALING,2019,Man,61
VASTERBOTTEN,NORSJO,2019,Kvinna,11
VASTERBOTTEN,NORSJO,2019,Man,26
VASTERBOTTEN,ROBERTSFORS,2019,Kvinna,28
VASTERBOTTEN,ROBERTSFORS,2019,Man,41
VASTERBOTTEN,SKELLEFTEA,2019,Kvinna,143
VASTERBOTTEN,SKELLEFTEA,2019,Man,270
VASTERBOTTEN,SORSELE,2019,Kvinna,8
VASTERBOTTEN,SORSELE,2019,Man,20
VASTERBOTTEN,STORUMAN,2019,Kvinna,9
VASTERBOTTEN,STORUMAN,2019,Man,29
VASTERBOTTEN,UMEA,2019,Kvinna,208
VASTERBOTTEN,UMEA,2019,Man,355
VASTERBOTTEN,VILHELMINA,2019,Kvinna,18
VASTERBOTTEN,VILHELMINA,2019,Man,33
VASTERBOTTEN,VINDELN,2019,Kvinna,20
VASTERBOTTEN,VINDELN,2019,Man,37
VASTERBOTTEN,VANNAS,2019,Kvinna,28
VASTERBOTTEN,VANNAS,2019,Man,53
VASTERBOTTEN,ASELE,2019,Kvinna,13
VASTERBOTTEN,ASELE,2019,Man,25
VASTERNORRLAND,HARNOSAND,2019,Kvinna,104
VASTERNORRLAND,HARNOSAND,2019,Man,176
VASTERNORRLAND,KRAMFORS,2019,Kvinna,139
VASTERNORRLAND,KRAMFORS,2019,Man,251
VASTERNORRLAND,SOLLEFTEA,2019,Kvinna,91
VASTERNORRLAND,SOLLEFTEA,2019,Man,197
VASTERNORRLAND,SUNDSVALL,2019,Kvinna,427
VASTERNORRLAND,SUNDSVALL,2019,Man,665
VASTERNORRLAND,TIMRA,2019,Kvinna,82
VASTERNORRLAND,TIMRA,2019,Man,143
VASTERNORRLAND,ANGE,2019,Kvinna,62
VASTERNORRLAND,ANGE,2019,Man,98
VASTERNORRLAND,ORNSKOLDSVIK,2019,Kvinna,162
VASTERNORRLAND,ORNSKOLDSVIK,2019,Man,261
VASTMANLAND,ARBOGA,2019,Kvinna,57
VASTMANLAND,ARBOGA,2019,Man,109
VASTMANLAND,FAGERSTA,2019,Kvinna,60
VASTMANLAND,FAGERSTA,2019,Man,97
VASTMANLAND,HALLSTAHAMMAR,2019,Kvinna,63
VASTMANLAND,HALLSTAHAMMAR,2019,Man,112
VASTMANLAND,KUNGSOR,2019,Kvinna,37
VASTMANLAND,KUNGSOR,2019,Man,47
VASTMANLAND,KOPING,2019,Kvinna,107
VASTMANLAND,KOPING,2019,Man,176
VASTMANLAND,NORBERG,2019,Kvinna,41
VASTMANLAND,NORBERG,2019,Man,68
VASTMANLAND,SALA,2019,Kvinna,116
VASTMANLAND,SALA,2019,Man,147
VASTMANLAND,SKINNSKATTEBERG,2019,Kvinna,40
VASTMANLAND,SKINNSKATTEBERG,2019,Man,64
VASTMANLAND,SURAHAMMAR,2019,Kvinna,52
VASTMANLAND,SURAHAMMAR,2019,Man,106
VASTMANLAND,VASTERAS,2019,Kvinna,455
VASTMANLAND,VASTERAS,2019,Man,708
VASTRA GOTALAND,ALE,2019,Kvinna,98
VASTRA GOTALAND,ALE,2019,Man,126
VASTRA GOTALAND,ALINGSAS,2019,Kvinna,111
VASTRA GOTALAND,ALINGSAS,2019,Man,163
VASTRA GOTALAND,BENGTSFORS,2019,Kvinna,53
VASTRA GOTALAND,BENGTSFORS,2019,Man,78
VASTRA GOTALAND,BOLLEBYGD,2019,Kvinna,19
VASTRA GOTALAND,BOLLEBYGD,2019,Man,43
VASTRA GOTALAND,BORAS,2019,Kvinna,286
VASTRA GOTALAND,BORAS,2019,Man,566
VASTRA GOTALAND,DALS-ED,2019,Kvinna,17
VASTRA GOTALAND,DALS-ED,2019,Man,31
VASTRA GOTALAND,ESSUNGA,2019,Kvinna,38
VASTRA GOTALAND,ESSUNGA,2019,Man,61
VASTRA GOTALAND,FALKOPING,2019,Kvinna,116
VASTRA GOTALAND,FALKOPING,2019,Man,178
VASTRA GOTALAND,FARGELANDA,2019,Kvinna,53
VASTRA GOTALAND,FARGELANDA,2019,Man,61
VASTRA GOTALAND,GRASTORP,2019,Kvinna,31
VASTRA GOTALAND,GRASTORP,2019,Man,37
VASTRA GOTALAND,GULLSPANG,2019,Kvinna,34
VASTRA GOTALAND,GULLSPANG,2019,Man,65
VASTRA GOTALAND,GOTEBORG,2019,Kvinna,"1,586"
VASTRA GOTALAND,GOTEBORG,2019,Man,"3,212"
VASTRA GOTALAND,GOTENE,2019,Kvinna,37
VASTRA GOTALAND,GOTENE,2019,Man,71
VASTRA GOTALAND,HERRLJUNGA,2019,Kvinna,42
VASTRA GOTALAND,HERRLJUNGA,2019,Man,57
VASTRA GOTALAND,HJO,2019,Kvinna,30
VASTRA GOTALAND,HJO,2019,Man,57
VASTRA GOTALAND,HARRYDA,2019,Kvinna,69
VASTRA GOTALAND,HARRYDA,2019,Man,116
VASTRA GOTALAND,KARLSBORG,2019,Kvinna,28
VASTRA GOTALAND,KARLSBORG,2019,Man,37
VASTRA GOTALAND,KUNGALV,2019,Kvinna,86
VASTRA GOTALAND,KUNGALV,2019,Man,155
VASTRA GOTALAND,LERUM,2019,Kvinna,107
VASTRA GOTALAND,LERUM,2019,Man,128
VASTRA GOTALAND,LIDKOPING,2019,Kvinna,98
VASTRA GOTALAND,LIDKOPING,2019,Man,144
VASTRA GOTALAND,LILLA EDET,2019,Kvinna,74
VASTRA GOTALAND,LILLA EDET,2019,Man,104
VASTRA GOTALAND,LYSEKIL,2019,Kvinna,73
VASTRA GOTALAND,LYSEKIL,2019,Man,101
VASTRA GOTALAND,MARIESTAD,2019,Kvinna,93
VASTRA GOTALAND,MARIESTAD,2019,Man,123
VASTRA GOTALAND,MARK,2019,Kvinna,119
VASTRA GOTALAND,MARK,2019,Man,209
VASTRA GOTALAND,MELLERUD,2019,Kvinna,50
VASTRA GOTALAND,MELLERUD,2019,Man,81
VASTRA GOTALAND,MUNKEDAL,2019,Kvinna,54
VASTRA GOTALAND,MUNKEDAL,2019,Man,101
VASTRA GOTALAND,MOLNDAL,2019,Kvinna,123
VASTRA GOTALAND,MOLNDAL,2019,Man,251
VASTRA GOTALAND,ORUST,2019,Kvinna,64
VASTRA GOTALAND,ORUST,2019,Man,120
VASTRA GOTALAND,PARTILLE,2019,Kvinna,69
VASTRA GOTALAND,PARTILLE,2019,Man,138
VASTRA GOTALAND,SKARA,2019,Kvinna,91
VASTRA GOTALAND,SKARA,2019,Man,122
VASTRA GOTALAND,SKOVDE,2019,Kvinna,101
VASTRA GOTALAND,SKOVDE,2019,Man,183
VASTRA GOTALAND,SOTENAS,2019,Kvinna,25
VASTRA GOTALAND,SOTENAS,2019,Man,57
VASTRA GOTALAND,STENUNGSUND,2019,Kvinna,58
VASTRA GOTALAND,STENUNGSUND,2019,Man,109
VASTRA GOTALAND,STROMSTAD,2019,Kvinna,29
VASTRA GOTALAND,STROMSTAD,2019,Man,80
VASTRA GOTALAND,SVENLJUNGA,2019,Kvinna,56
VASTRA GOTALAND,SVENLJUNGA,2019,Man,107
VASTRA GOTALAND,TANUM,2019,Kvinna,46
VASTRA GOTALAND,TANUM,2019,Man,75
VASTRA GOTALAND,TIBRO,2019,Kvinna,38
VASTRA GOTALAND,TIBRO,2019,Man,53
VASTRA GOTALAND,TIDAHOLM,2019,Kvinna,56
VASTRA GOTALAND,TIDAHOLM,2019,Man,84
VASTRA GOTALAND,TJORN,2019,Kvinna,35
VASTRA GOTALAND,TJORN,2019,Man,71
VASTRA GOTALAND,TRANEMO,2019,Kvinna,48
VASTRA GOTALAND,TRANEMO,2019,Man,64
VASTRA GOTALAND,TROLLHATTAN,2019,Kvinna,168
VASTRA GOTALAND,TROLLHATTAN,2019,Man,246
VASTRA GOTALAND,TOREBODA,2019,Kvinna,67
VASTRA GOTALAND,TOREBODA,2019,Man,102
VASTRA GOTALAND,UDDEVALLA,2019,Kvinna,161
VASTRA GOTALAND,UDDEVALLA,2019,Man,265
VASTRA GOTALAND,ULRICEHAMN,2019,Kvinna,93
VASTRA GOTALAND,ULRICEHAMN,2019,Man,161
VASTRA GOTALAND,VARA,2019,Kvinna,126
VASTRA GOTALAND,VARA,2019,Man,192
VASTRA GOTALAND,VARGARDA,2019,Kvinna,35
VASTRA GOTALAND,VARGARDA,2019,Man,55
VASTRA GOTALAND,VANERSBORG,2019,Kvinna,140
VASTRA GOTALAND,VANERSBORG,2019,Man,218
VASTRA GOTALAND,AMAL,2019,Kvinna,56
VASTRA GOTALAND,AMAL,2019,Man,81
VASTRA GOTALAND,OCKERO,2019,Kvinna,16
VASTRA GOTALAND,OCKERO,2019,Man,38
OREBRO,ASKERSUND,2019,Kvinna,48
OREBRO,ASKERSUND,2019,Man,79
OREBRO,DEGERFORS,2019,Kvinna,40
OREBRO,DEGERFORS,2019,Man,86
OREBRO,HALLSBERG,2019,Kvinna,76
OREBRO,HALLSBERG,2019,Man,114
OREBRO,HALLEFORS,2019,Kvinna,35
OREBRO,HALLEFORS,2019,Man,59
OREBRO,KARLSKOGA,2019,Kvinna,97
OREBRO,KARLSKOGA,2019,Man,160
OREBRO,KUMLA,2019,Kvinna,62
OREBRO,KUMLA,2019,Man,106
OREBRO,LAXA,2019,Kvinna,27
OREBRO,LAXA,2019,Man,36
OREBRO,LEKEBERG,2019,Kvinna,32
OREBRO,LEKEBERG,2019,Man,50
OREBRO,LINDESBERG,2019,Kvinna,106
OREBRO,LINDESBERG,2019,Man,199
OREBRO,LJUSNARSBERG,2019,Kvinna,65
OREBRO,LJUSNARSBERG,2019,Man,101
OREBRO,NORA,2019,Kvinna,47
OREBRO,NORA,2019,Man,78
OREBRO,OREBRO,2019,Kvinna,462
OREBRO,OREBRO,2019,Man,814
OSTERGOTLAND,BOXHOLM,2019,Kvinna,17
OSTERGOTLAND,BOXHOLM,2019,Man,43
OSTERGOTLAND,FINSPANG,2019,Kvinna,101
OSTERGOTLAND,FINSPANG,2019,Man,158
OSTERGOTLAND,KINDA,2019,Kvinna,41
OSTERGOTLAND,KINDA,2019,Man,52
OSTERGOTLAND,LINKOPING,2019,Kvinna,325
OSTERGOTLAND,LINKOPING,2019,Man,539
OSTERGOTLAND,MJOLBY,2019,Kvinna,133
OSTERGOTLAND,MJOLBY,2019,Man,176
OSTERGOTLAND,MOTALA,2019,Kvinna,207
OSTERGOTLAND,MOTALA,2019,Man,304
OSTERGOTLAND,NORRKOPING,2019,Kvinna,545
OSTERGOTLAND,NORRKOPING,2019,Man,944
OSTERGOTLAND,SODERKOPING,2019,Kvinna,64
OSTERGOTLAND,SODERKOPING,2019,Man,86
OSTERGOTLAND,VADSTENA,2019,Kvinna,35
OSTERGOTLAND,VADSTENA,2019,Man,44
OSTERGOTLAND,VALDEMARSVIK,2019,Kvinna,46
OSTERGOTLAND,VALDEMARSVIK,2019,Man,75
OSTERGOTLAND,YDRE,2019,Kvinna,13
OSTERGOTLAND,YDRE,2019,Man,24
OSTERGOTLAND,ATVIDABERG,2019,Kvinna,60
OSTERGOTLAND,ATVIDABERG,2019,Man,80
OSTERGOTLAND,ODESHOG,2019,Kvinna,42
